track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,spotify_url
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,208166039,45,0,99,1,1,135,A,Minor,78,55,57,4,0,10,8,"https://open.spotify.com/search/DANï¿½ï¿½A%20Mc%20Pedrinho,%20Pedro%20Sampaio"
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,2954,2,527033089,18,82,0,0,5,95,A#,Major,81,56,70,4,0,5,24,https://open.spotify.com/search/Yo%20Voy%20(feat.%20Daddy%20Yankee)%20Zion%20&%20Lennox
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,461,0,94616487,7,11,13,0,0,71,C#,Minor,59,70,74,56,0,11,40,"https://open.spotify.com/search/Residente:%20Bzrp%20Music%20Sessions,%20Vol.%2049%20Residente,%20Bizarrap"
Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335,29,2,35,1,0,180,A#,Minor,80,71,68,6,0,10,37,https://open.spotify.com/search/Jordan%20Ryan%20Castro
Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895,42,0,24,0,0,150,E,Minor,65,11,58,0,0,12,9,https://open.spotify.com/search/Nail%20Tech%20Jack%20Harlow
Chale,Eden Muï¿½ï,1,2022,2,18,695,11,299648208,16,41,13,1,1,189,G#,Major,55,86,44,40,0,7,4,https://open.spotify.com/search/Chale%20Eden%20Muï¿½ï
DARARI,Treasure,1,2022,2,15,328,0,182978249,10,21,7,0,9,85,,Major,72,55,64,49,0,7,4,https://open.spotify.com/search/DARARI%20Treasure
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142,27,84,32,7,11,140,G,Major,59,73,45,44,0,34,3,https://open.spotify.com/search/Ya%20No%20Somos%20Ni%20Seremos%20Christian%20Nodal
Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,1550,0,109091573,0,0,14,0,0,81,,Major,77,68,70,6,0,17,20,"https://open.spotify.com/search/Thinking%20with%20My%20Dick%20Kevin%20Gates,%20Juicy%20J"
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,0,153240879,26,1,19,0,0,104,D,Minor,80,24,65,2,0,9,4,"https://open.spotify.com/search/Freaky%20Deaky%20Tyga,%20Doja%20Cat"
this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840,16,5,43,0,7,129,B,Major,42,33,44,62,0,8,6,https://open.spotify.com/search/this%20is%20what%20falling%20in%20love%20feels%20like%20JVKE
La Zona,Bad Bunny,1,2020,2,29,1188,0,312622938,13,1,15,0,1,94,C#,Minor,76,81,80,20,0,25,4,https://open.spotify.com/search/La%20Zona%20Bad%20Bunny
Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3,2197010679,321,162,"5,691",8,17,71,,Minor,41,23,40,27,0,30,5,https://open.spotify.com/search/Bohemian%20Rhapsody%20-%20Remastered%202011%20Queen
Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494,11,10,267,0,7,146,A,Minor,59,23,46,66,0,15,6,https://open.spotify.com/search/Hope%20XXXTENTACION
Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073,233,82,531,1,1,103,F#,Minor,69,90,88,5,0,29,8,https://open.spotify.com/search/Levitating%20Dua%20Lipa
Wake Me Up - Radio Edit,Avicii,1,2013,1,1,50887,34,1970673297,315,160,"6,284",1,46,124,D,Major,53,66,78,0,0,16,5,https://open.spotify.com/search/Wake%20Me%20Up%20-%20Radio%20Edit%20Avicii
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,665765558,10,0,70,0,0,164,A#,Minor,70,71,58,24,0,7,13,"https://open.spotify.com/search/jealousy,%20jealousy%20Olivia%20Rodrigo"
Monï¿½ï¿½y so,YEAT,1,2021,9,10,1473,0,263779030,2,0,12,0,10,138,D,Major,69,35,57,12,0,10,9,https://open.spotify.com/search/Monï¿½ï¿½y%20so%20YEAT
Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453,36,2,11,0,14,126,A,Minor,67,37,46,13,0,10,39,https://open.spotify.com/search/Demasiadas%20Mujeres%20C.%20Tangana
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728,336,188,"2,692",3,30,103,B,Minor,61,47,65,3,0,17,4,"https://open.spotify.com/search/Something%20Just%20Like%20This%20The%20Chainsmokers,%20Coldplay"
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264,315,159,"2,179",0,44,95,G#,Major,75,64,52,41,0,11,3,"https://open.spotify.com/search/Closer%20The%20Chainsmokers,%20Halsey"
O.O,NMIXX,1,2022,2,22,290,0,135444283,9,66,10,0,0,200,B,Minor,39,28,77,4,0,6,29,https://open.spotify.com/search/O.O%20NMIXX
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0,1457139296,217,136,"6,508",1,,129,,Major,86,75,52,54,0,10,4,"https://open.spotify.com/search/Somebody%20That%20I%20Used%20To%20Know%20Gotye,%20Kimbra"
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236872197,15,48,50,0,3,98,F#,Minor,68,33,43,38,0,36,14,"https://open.spotify.com/search/Tom's%20Diner%20AnnenMayKantereit,%20Giant%20Rooks"
First Class,Jack Harlow,1,2022,4,8,8737,0,694525298,163,32,137,15,12,107,G#,Major,91,32,56,3,0,11,10,https://open.spotify.com/search/First%20Class%20Jack%20Harlow
Plan A,Paulo Londra,1,2022,3,23,1105,0,240661097,32,0,19,0,0,174,,Major,58,56,83,5,0,7,4,https://open.spotify.com/search/Plan%20A%20Paulo%20Londra
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166,68,24,43,1,0,92,G#,Major,45,27,67,32,0,13,14,https://open.spotify.com/search/Fuera%20del%20mercado%20Danny%20Ocean
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291,55,3,32,0,0,90,G,Major,81,59,83,9,0,11,5,"https://open.spotify.com/search/X%20ï¿½ï¿½LTIMA%20Daddy%20Yankee,%20Bad%20Bunny"
When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451,75,11,44,0,14,147,F,Major,60,58,69,2,0,58,4,https://open.spotify.com/search/When%20You're%20Gone%20Shawn%20Mendes
In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339,21,0,31,0,0,143,C#,Major,68,41,55,16,0,10,12,https://open.spotify.com/search/In%20My%20Head%20Lil%20Tjay
Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303,79,80,250,3,10,101,D#,Minor,76,63,71,3,0,10,3,https://open.spotify.com/search/Wait%20a%20Minute!%20Willow
LOVE DIVE,IVE,1,2022,4,5,753,8,305771063,28,124,13,0,1,118,C#,Minor,70,54,71,0,0,33,4,https://open.spotify.com/search/LOVE%20DIVE%20IVE
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485,49,17,30,0,0,98,G,Minor,83,63,74,14,0,16,6,"https://open.spotify.com/search/Pantysito%20Feid,%20Alejo,%20Robi"
Chance,Paulo Londra,1,2022,4,6,225,0,89566512,11,0,7,0,0,138,C#,Minor,72,22,46,24,0,9,6,https://open.spotify.com/search/Chance%20Paulo%20Londra
Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855,155,5,577,0,6,114,F,Minor,59,30,62,1,0,8,4,https://open.spotify.com/search/Cool%20for%20the%20Summer%20Demi%20Lovato
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,918,0,75476209,24,0,52,0,0,180,G,Minor,63,45,64,34,0,9,8,"https://open.spotify.com/search/psychofreak%20(feat.%20WILLOW)%20Camila%20Cabello,%20Willow"
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328,52,25,32,0,10,145,B,Major,56,41,57,1,0,13,3,https://open.spotify.com/search/Angel%20Baby%20Troye%20Sivan
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,540,4,187772591,26,3,39,0,0,115,G#,Minor,78,63,64,1,0,7,4,"https://open.spotify.com/search/Vampiro%20Matuï¿½ï¿½,%20Wiu,%20"
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,178512385,14,0,11,0,0,82,A#,Major,79,48,84,13,0,21,23,"https://open.spotify.com/search/Si%20Quieren%20Frontear%20De%20La%20Ghetto,%20Duki,%20Quevedo"
Right On,Lil Baby,1,2022,4,8,1116,0,101780047,31,9,15,0,1,166,D,Major,70,22,61,2,0,10,34,https://open.spotify.com/search/Right%20On%20Lil%20Baby
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,273,2,118381354,12,2,4,0,0,92,,Major,86,91,79,29,0,60,16,"https://open.spotify.com/search/Me%20Arrepentï¿%20Ak4:20,%20Cris%20Mj,%20Pailita"
That's Hilarious,Charlie Puth,1,2022,4,8,686,2,146363130,11,6,12,0,15,108,F#,Major,71,55,44,74,0,11,6,https://open.spotify.com/search/That's%20Hilarious%20Charlie%20Puth
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991,5,0,4,0,1,84,E,Minor,71,63,45,45,0,11,3,https://open.spotify.com/search/Soy%20El%20Unico%20Yahritza%20Y%20Su%20Esencia
RUMBATï¿½,Daddy Yankee,1,2022,3,25,1264,0,157990698,20,4,52,0,1,95,D#,Minor,69,90,91,6,0,35,4,https://open.spotify.com/search/RUMBATï¿½%20Daddy%20Yankee
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,0,176290831,32,0,49,0,0,135,D#,Minor,93,77,45,25,0,13,27,"https://open.spotify.com/search/sentaDONA%20(Remix)%20s2%20Luï¿½ï¿½sa%20Sonza,%20MC%20Frog,%20Dj%20Gabriel%20do%20Borel,%20Davi%20K"
Falling,Harry Styles,1,2019,12,13,7556,0,1023187129,124,24,254,0,8,110,E,Major,57,6,27,84,0,9,3,https://open.spotify.com/search/Falling%20Harry%20Styles
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106933107,46,8,60,0,0,88,G,Major,89,59,64,5,0,19,7,"https://open.spotify.com/search/Sigue%20Ed%20Sheeran,%20J%20Balvin"
Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812,27,2,31,0,0,119,C#,Minor,87,28,50,12,0,10,10,https://open.spotify.com/search/Fim%20de%20Semana%20no%20Rio%20teto
MANIAC,Stray Kids,1,2022,3,18,651,0,212234990,6,188,20,0,0,120,C#,Major,58,71,80,15,0,7,41,https://open.spotify.com/search/MANIAC%20Stray%20Kids
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998,229,57,"1,370",2,71,122,D,Major,86,97,80,36,0,9,6,https://open.spotify.com/search/There's%20Nothing%20Holdin'%20Me%20Back%20Shawn%20Mendes
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625,0,197643795,10,2,13,0,1,98,F,Major,78,83,75,41,0,27,8,"https://open.spotify.com/search/IDGAF%20(with%20blackbear)%20Blackbear,%20BoyWithUke"
Golden,Harry Styles,1,2019,12,13,8429,1,807015863,85,24,200,0,2,140,E,Minor,45,25,84,21,0,13,6,https://open.spotify.com/search/Golden%20Harry%20Styles
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933815613,203,1,"8,215",0,0,116,F#,Minor,79,87,81,4,0,10,4,"https://open.spotify.com/search/Get%20Lucky%20-%20Radio%20Edit%20Pharrell%20Williams,%20Nile%20Rodgers,%20Daft%20Punk"
Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590,32,6,46,0,1,124,D#,Major,86,62,49,51,0,35,21,https://open.spotify.com/search/Ain't%20Shit%20Doja%20Cat
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,0,120847157,34,39,30,0,0,105,A,Minor,91,73,72,13,0,9,15,"https://open.spotify.com/search/Nobody%20Like%20U%20-%20From%20""Turning%20Red""%20Jordan%20Fisher,%20Josh%20Levi,%20Finneas%20O'Connell,%204*TOWN%20(From%20Disney%20and%20Pixarï¿½ï¿½ï¿½s%20Turning%20Red),%20Topher%20Ngo,%20Grayson%20Vill"
Still Life,BIGBANG,1,2022,4,5,181,0,53909146,16,14,7,0,0,118,G#,Major,68,24,58,44,0,6,3,https://open.spotify.com/search/Still%20Life%20BIGBANG
Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932,228,105,"2,453",0,84,108,E,Major,61,20,38,61,0,10,5,https://open.spotify.com/search/Photograph%20Ed%20Sheeran
Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722,289,87,"2,430",0,36,100,E,Major,61,53,38,84,0,28,44,https://open.spotify.com/search/Love%20Yourself%20Justin%20Bieber
N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089,52,16,65,0,206,140,D#,Minor,81,39,66,38,0,12,14,https://open.spotify.com/search/N95%20Kendrick%20Lamar
About Damn Time,Lizzo,1,2022,4,14,9021,0,723894473,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7,https://open.spotify.com/search/About%20Damn%20Time%20Lizzo
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106,38,13,32,0,0,101,C#,Minor,78,40,74,36,0,17,27,"https://open.spotify.com/search/Die%20Hard%20Kendrick%20Lamar,%20Blxst,%20Amanda%20Reifer"
Despuï¿½ï¿½s de la P,Bad Bunny,1,2022,5,6,2229,0,461558540,27,44,24,0,5,78,F,Major,56,61,90,36,0,18,31,https://open.spotify.com/search/Despuï¿½ï¿½s%20de%20la%20P%20Bad%20Bunny
Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415,7,30,13,1,1,93,,Minor,79,22,55,31,0,12,5,https://open.spotify.com/search/Un%20Ratito%20Bad%20Bunny
United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322,4,5,12,0,51,87,G#,Major,52,32,83,24,0,17,43,https://open.spotify.com/search/United%20In%20Grief%20Kendrick%20Lamar
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3107,0,127309180,4,0,22,0,0,153,A#,Minor,55,50,78,19,0,11,35,"https://open.spotify.com/search/Father%20Time%20(feat.%20Sampha)%20Kendrick%20Lamar,%20Sampha"
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,0,313113297,7,21,11,0,0,142,,Major,87,93,59,28,0,17,5,https://open.spotify.com/search/Yo%20No%20Soy%20Celoso%20Bad%20Bunny
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135,20,10,33,0,0,96,A#,Minor,85,41,43,39,0,12,21,https://open.spotify.com/search/Rich%20Spirit%20Kendrick%20Lamar
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,0,271666301,42,28,43,0,0,125,,Major,50,39,78,4,0,11,33,"https://open.spotify.com/search/Cooped%20Up%20(with%20Roddy%20Ricch)%20Post%20Malone,%20Roddy%20Ricch"
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299,9,11,22,1,0,85,A#,Major,71,43,65,23,0,9,5,https://open.spotify.com/search/Me%20Fui%20de%20Vacaciones%20Bad%20Bunny
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,123216717,22,0,23,0,0,140,C#,Minor,92,78,57,46,0,14,9,"https://open.spotify.com/search/Silent%20Hill%20Kendrick%20Lamar,%20Kodak%20Black"
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659,8,25,18,1,0,196,B,Minor,66,58,79,23,0,22,20,"https://open.spotify.com/search/La%20Corriente%20Tony%20Dize,%20Bad%20Bunny"
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104,3,7,13,0,1,134,G,Major,78,51,43,69,0,14,9,https://open.spotify.com/search/Count%20Me%20Out%20Kendrick%20Lamar
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883,8,30,13,1,1,103,C#,Minor,80,45,62,76,0,10,38,"https://open.spotify.com/search/Andrea%20Buscabulla,%20Bad%20Bunny"
Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004,10,24,11,0,0,130,C#,Major,82,50,67,12,0,13,5,https://open.spotify.com/search/Dos%20Mil%2016%20Bad%20Bunny
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,68895644,4,1,6,0,0,108,B,Major,65,52,69,31,0,8,36,"https://open.spotify.com/search/We%20Cry%20Together%20Kendrick%20Lamar,%20Taylour%20Paige"
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,86176890,9,0,8,0,0,123,G#,Major,61,66,71,53,0,32,46,"https://open.spotify.com/search/Savior%20Kendrick%20Lamar,%20Sam%20Dew,%20Baby%20Keem"
Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558,5,28,9,0,0,152,B,Major,84,74,69,21,0,18,6,https://open.spotify.com/search/Un%20Coco%20Bad%20Bunny
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,2022,5,6,1681,7,319546754,10,30,13,0,33,108,D,Major,78,55,60,59,0,7,4,"https://open.spotify.com/search/Otro%20Atardecer%20Bad%20Bunny,%20The%20Marï¿½ï"
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,0,61739839,1,0,5,0,0,72,A#,Minor,56,56,47,76,0,8,36,https://open.spotify.com/search/Worldwide%20Steppers%20Kendrick%20Lamar
Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161,4,15,10,0,0,121,F#,Minor,86,67,65,42,0,35,7,https://open.spotify.com/search/Aguacero%20Bad%20Bunny
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,0,76831876,7,0,7,0,0,138,D#,Minor,57,71,82,19,0,15,29,"https://open.spotify.com/search/Purple%20Hearts%20Kendrick%20Lamar,%20Ghostface%20Killah,%20Summer%20Walker"
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261,8,12,9,0,0,188,F,Minor,50,41,50,69,0,12,6,https://open.spotify.com/search/Un%20Verano%20Sin%20Ti%20Bad%20Bunny
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576,48,4,34,1,0,110,C#,Major,80,26,85,23,0,11,21,"https://open.spotify.com/search/ULTRA%20SOLO%20Polima%20WestCoast,%20Pailita"
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,2022,5,6,1112,3,279737940,7,25,12,0,0,105,G#,Major,81,77,79,19,0,47,8,https://open.spotify.com/search/Ensï¿½ï¿½ï¿½ï¿½ame%20%20Bad%20Bunny
El Apagï¿½,Bad Bunny,1,2022,5,6,1209,0,212351890,9,7,14,0,1,118,G#,Major,63,60,70,5,0,9,31,https://open.spotify.com/search/El%20Apagï¿½%20Bad%20Bunny
Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953,162,116,355,7,0,176,D,Major,61,24,62,60,0,24,31,"https://open.spotify.com/search/Callaita%20Bad%20Bunny,%20Tainy"
Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965,35,0,3,0,0,158,B,Major,83,41,65,0,10,11,8,https://open.spotify.com/search/Dua%20Lipa%20Jack%20Harlow
Agosto,Bad Bunny,1,2022,5,6,897,0,246127838,6,20,8,0,0,115,C#,Minor,85,72,58,9,0,49,12,https://open.spotify.com/search/Agosto%20Bad%20Bunny
House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434,10,2,150,0,0,110,B,Minor,51,48,82,0,0,5,3,https://open.spotify.com/search/House%20Of%20Memories%20Panic!%20At%20The%20Disco
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,58687425,1,0,3,0,0,174,A,Major,73,26,54,30,0,34,32,"https://open.spotify.com/search/Mr.%20Morale%20Kendrick%20Lamar,%20Tanna%20Leone"
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195,16,81,23,0,0,130,E,Major,91,91,96,3,0,3,9,"https://open.spotify.com/search/That%20That%20(prod.%20&%20feat.%20SUGA%20of%20BTS)%20PSY,%20Suga"
In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619,48,40,87,1,210,78,A#,Major,36,30,54,34,0,14,5,https://open.spotify.com/search/In%20The%20Stars%20Benson%20Boone
Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103,0,41210087,0,0,0,0,0,104,G,Major,44,74,42,88,0,9,9,https://open.spotify.com/search/Rich%20-%20Interlude%20Kendrick%20Lamar
SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,13,2265,0,231657891,93,12,173,11,3,121,G,Major,64,80,88,0,0,12,6,https://open.spotify.com/search/SUPERMODEL%20Mï¿½ï¿½ne
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,0,53729194,10,4,4,0,0,105,D,Major,83,32,82,14,0,12,4,https://open.spotify.com/search/Stefania%20(Kalush%20Orchestra)%20KALUSH
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137,52,9,46,0,1,81,G,Major,38,20,66,9,0,9,8,https://open.spotify.com/search/Thousand%20Miles%20The%20Kid%20Laroi
Crown,Kendrick Lamar,1,2022,5,13,1493,0,42485571,2,0,10,0,0,170,C#,Minor,37,14,24,80,0,11,4,https://open.spotify.com/search/Crown%20Kendrick%20Lamar
Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,37778188,1,0,4,0,0,78,G,Major,43,60,38,76,1,48,38,https://open.spotify.com/search/Auntie%20Diaries%20Kendrick%20Lamar
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729,28,42,23,0,0,125,G#,Major,88,28,66,6,0,13,31,https://open.spotify.com/search/PUFFIN%20ON%20ZOOTIEZ%20Future
Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447,2,0,4,0,0,92,E,Minor,66,29,65,23,0,8,7,https://open.spotify.com/search/Mirror%20Kendrick%20Lamar
Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717,16,11,18,0,0,140,B,Minor,84,61,42,31,0,9,9,https://open.spotify.com/search/Beautiful%20Girl%20Luciano
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,0,164163229,19,0,7,0,0,96,,Major,61,32,90,25,0,10,9,"https://open.spotify.com/search/Paulo%20Londra:%20Bzrp%20Music%20Sessions,%20Vol.%2023%20Bizarrap,%20Paulo%20Londra"
Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,0,37091576,0,0,3,0,0,118,F,Minor,66,83,43,84,0,19,19,https://open.spotify.com/search/Savior%20-%20Interlude%20Kendrick%20Lamar
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832,10,22,3,0,0,92,B,Minor,71,67,60,7,0,6,4,"https://open.spotify.com/search/Pasoori%20Shae%20Gill,%20Ali%20Sethi"
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,0,33381454,3,0,2,0,0,140,G#,Minor,49,50,37,87,0,11,35,"https://open.spotify.com/search/Mother%20I%20Sober%20(feat.%20Beth%20Gibbons%20of%20Portishead)%20Kendrick%20Lamar,%20Beth%20Gibbons"
TUS Lï¿½ï¿½GR,"Sech, Mora",2,2022,4,1,1308,2,184622518,23,16,9,0,5,174,C#,Major,68,45,71,18,0,11,25,"https://open.spotify.com/search/TUS%20Lï¿½ï¿½GR%20Sech,%20Mora"
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,0,300983101,135,74,119,1,18,127,A#,Major,77,53,78,19,0,29,4,"https://open.spotify.com/search/Where%20Did%20You%20Go?%20MNEK,%20Jax%20Jones"
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,0,121077868,15,3,3,0,0,96,B,Major,71,37,52,62,0,11,36,"https://open.spotify.com/search/I%20Tried%20to%20Tell%20Y'all%20Ugly%20Dray,%20Tesla%20Jnr"
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,1351,0,106919680,26,1,17,0,0,150,G#,Minor,82,82,66,13,0,11,6,"https://open.spotify.com/search/Honest%20(feat.%20Don%20Toliver)%20Justin%20Bieber,%20Don%20Toliver"
ZOOM,Jessi,1,2022,4,13,608,0,136996305,5,29,14,0,0,100,F#,Major,87,46,60,1,0,13,16,https://open.spotify.com/search/ZOOM%20Jessi
SloMo,Chanel,1,2021,12,24,1211,0,65719930,31,0,19,0,2,105,C#,Minor,73,59,81,13,0,9,6,https://open.spotify.com/search/SloMo%20Chanel
FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852,18,75,9,0,0,104,G,Major,86,43,62,5,0,13,14,https://open.spotify.com/search/FEARLESS%20LE%20SSERAFIM
10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869,23,1,15,0,0,154,G#,Major,54,45,79,1,0,17,5,https://open.spotify.com/search/10%20Things%20I%20Hate%20About%20You%20Leah%20Kate
SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,54682594,42,51,32,0,0,80,B,Major,47,33,83,18,0,10,5,https://open.spotify.com/search/SPACE%20MAN%20Sam%20Ryder
With you,"HA SUNG WOON, Jimin",2,2022,4,24,343,2,240580042,4,35,11,1,1,150,D#,Major,53,14,43,64,0,13,3,"https://open.spotify.com/search/With%20you%20HA%20SUNG%20WOON,%20Jimin"
Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,1284942608,137,5,582,0,0,156,B,Minor,32,49,72,0,0,9,4,https://open.spotify.com/search/Iris%20The%20Goo%20Goo%20Dolls
The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,0,71423324,29,0,30,0,0,98,G#,Minor,76,79,81,18,0,6,34,https://open.spotify.com/search/The%20Heart%20Part%205%20Kendrick%20Lamar
San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912,5,0,5,0,0,92,G,Major,58,27,36,86,0,9,3,https://open.spotify.com/search/San%20Lucas%20Kevin%20Kaarl
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2022,5,6,1492,0,132171975,26,2,15,0,2,144,E,Major,47,7,50,32,0,7,4,https://open.spotify.com/search/This%20Love%20(Taylorï¿½ï¿½ï¿½s%20Ve%20Taylor%20Swift
Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,184706613,11,6,25,0,1,150,E,Major,37,27,56,8,0,13,3,https://open.spotify.com/search/Good%20Looking%20Suki%20Waterhouse
Flowers,Lauren Spencer Smith,1,2021,8,9,801,0,184826429,42,9,24,1,1,138,D#,Major,70,31,44,84,0,9,39,https://open.spotify.com/search/Flowers%20Lauren%20Spencer%20Smith
Yet To Come,BTS,1,2022,6,10,829,0,302006641,32,110,26,0,0,172,C#,Major,56,68,89,4,0,33,19,https://open.spotify.com/search/Yet%20To%20Come%20BTS
Run BTS,BTS,1,2022,6,10,736,0,330881149,5,132,17,0,3,77,G#,Major,72,70,82,2,0,4,17,https://open.spotify.com/search/Run%20BTS%20BTS
