track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,spotify_url
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572,80,11,66,0,1,107,B,Major,72,36,72,26,6,11,4,https://open.spotify.com/search/Music%20For%20a%20Sushi%20Restaurant%20Harry%20Styles
Matilda,Harry Styles,1,2022,5,20,3218,3,366214458,29,10,79,0,0,114,D,Major,51,39,29,90,0,10,4,https://open.spotify.com/search/Matilda%20Harry%20Styles
For Youth,BTS,1,2022,6,10,327,0,114546317,5,40,12,0,0,117,D,Major,63,29,51,43,0,25,4,https://open.spotify.com/search/For%20Youth%20BTS
Daylight,Harry Styles,1,2022,5,20,2775,0,290833204,21,11,40,0,0,146,,Major,69,63,45,48,0,18,4,https://open.spotify.com/search/Daylight%20Harry%20Styles
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832,79,13,93,0,17,160,G#,Minor,80,74,60,8,0,14,26,https://open.spotify.com/search/Vegas%20(From%20the%20Original%20Motion%20Picture%20Soundtrack%20ELVIS)%20Doja%20Cat
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,136676504,34,0,29,0,0,120,G,Major,88,15,56,1,0,8,6,"https://open.spotify.com/search/Cash%20In%20Cash%20Out%20Pharrell%20Williams,%20Tyler,%20The%20Creator,%2021%20Savage"
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,190625045,73,45,119,0,0,100,B,Minor,82,76,70,16,0,8,5,"https://open.spotify.com/search/Potion%20(with%20Dua%20Lipa%20&%20Young%20Thug)%20Calvin%20Harris,%20Dua%20Lipa,%20Young%20Thug"
Born Singer,BTS,1,2022,6,10,279,0,79095270,0,18,6,0,0,158,G#,Minor,60,68,84,4,0,24,11,https://open.spotify.com/search/Born%20Singer%20BTS
Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684,20,3,39,0,0,142,D#,Major,56,40,54,72,0,10,4,https://open.spotify.com/search/Little%20Freak%20Harry%20Styles
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,333146475,36,1,31,0,1,170,A,Minor,80,77,85,11,0,17,14,"https://open.spotify.com/search/La%20Llevo%20Al%20Cielo%20(Ft.%20ï¿½ï¿½engo%20F%20Nengo%20Flow,%20Anuel%20Aa,%20Chris%20Jedi,%20Chencho%20Corleone"
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194902696,23,1,44,1,0,84,F,Minor,71,39,86,2,0,51,25,"https://open.spotify.com/search/True%20Love%20Kanye%20West,%20XXXTENTACION"
Satellite,Harry Styles,1,2022,5,20,3291,5,311482393,43,28,79,0,208,139,,Major,58,30,46,14,0,9,3,https://open.spotify.com/search/Satellite%20Harry%20Styles
Pass The Dutchie,Musical Youth,1,1982,1,1,5328,0,195918494,54,76,900,0,0,151,G,Major,73,88,67,20,0,32,5,https://open.spotify.com/search/Pass%20The%20Dutchie%20Musical%20Youth
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,0,248511839,26,16,17,0,1,128,C#,Minor,82,42,75,6,0,63,6,"https://open.spotify.com/search/Villano%20Antillano:%20Bzrp%20Music%20Sessions,%20Vol.%2051%20Bizarrap,%20Villano%20Antillano"
Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263,13,2,31,0,0,118,G,Major,56,20,54,67,0,6,5,https://open.spotify.com/search/Love%20Of%20My%20Life%20Harry%20Styles
Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884,7,1,15,0,0,183,F,Major,65,88,72,36,14,20,3,https://open.spotify.com/search/Grapejuice%20Harry%20Styles
So Good,Halsey,1,2022,6,9,1057,0,91781263,51,14,19,0,0,83,D#,Minor,63,29,62,4,0,18,4,https://open.spotify.com/search/So%20Good%20Halsey
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984,109,38,301,1,33,122,C#,Major,85,42,80,6,0,17,14,"https://open.spotify.com/search/Belly%20Dancer%20BYOR,%20Imanbek"
Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709,8,1,18,0,0,165,A,Major,72,90,48,32,0,18,23,https://open.spotify.com/search/Keep%20Driving%20Harry%20Styles
Cinema,Harry Styles,1,2022,5,20,2171,0,189236868,18,1,28,0,0,106,A,Minor,83,90,64,35,5,9,4,https://open.spotify.com/search/Cinema%20Harry%20Styles
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,0,160845341,19,0,15,0,0,77,B,Major,81,68,58,83,0,11,34,"https://open.spotify.com/search/Die%20Young%20(feat.%20347aidan)%20Sleepy%20hallow,%20347aidan"
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257,90,22,365,0,114,91,G#,Major,57,30,89,10,0,33,8,https://open.spotify.com/search/Only%20Love%20Can%20Hurt%20Like%20This%20Paloma%20Faith
Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348,63,8,270,2,105,148,G,Major,51,21,63,5,0,41,3,https://open.spotify.com/search/Hold%20My%20Hand%20Lady%20Gaga
Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102,15,1,23,0,0,114,E,Minor,71,90,81,31,2,13,3,https://open.spotify.com/search/Daydreaming%20Harry%20Styles
Numb,"Marshmello, Khalid",2,2022,6,10,3879,2,295307001,107,76,86,1,9,120,,Minor,91,63,77,12,1,10,5,"https://open.spotify.com/search/Numb%20Marshmello,%20Khalid"
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,896,0,138334433,0,0,2,0,0,92,F#,Major,83,56,82,10,0,9,5,"https://open.spotify.com/search/Nos%20Comemos%20(feat.%20Ozuna)%20Ozuna,%20Tiago%20pzk"
Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,445590495,33,60,107,1,0,118,F,Major,56,25,45,1,3,7,3,https://open.spotify.com/search/Me%20and%20Your%20Mama%20Childish%20Gambino
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476,139,73,142,0,5,123,E,Minor,60,46,71,3,0,16,4,"https://open.spotify.com/search/Crazy%20What%20Love%20Can%20Do%20David%20Guetta,%20Ella%20Henderson,%20Becky%20Hill"
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376,38,79,65,0,1,89,D#,Major,52,28,48,54,1,19,3,https://open.spotify.com/search/SLOW%20DANCING%20IN%20THE%20DARK%20Joji
Antes de Perderte,Duki,1,2022,6,2,584,8,157136970,12,1,8,0,1,110,F,Minor,81,61,93,49,0,12,11,https://open.spotify.com/search/Antes%20de%20Perderte%20Duki
Boyfriends,Harry Styles,1,2022,5,20,1517,0,137070925,26,2,30,0,0,118,,Major,42,32,20,94,0,11,4,https://open.spotify.com/search/Boyfriends%20Harry%20Styles
295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246,4,106,0,0,7,90,B,Minor,68,54,76,21,0,11,20,https://open.spotify.com/search/295%20Sidhu%20Moose%20Wala
Tak Ingin Usai,Keisya Levronka,1,2022,5,13,220,4,184807630,16,5,0,0,6,130,,Major,49,14,40,82,0,11,3,https://open.spotify.com/search/Tak%20Ingin%20Usai%20Keisya%20Levronka
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,164856284,5,36,1,0,0,154,F#,Minor,70,97,62,47,0,10,4,https://open.spotify.com/search/En%20El%20Radio%20Un%20Cochinero%20Victor%20Cibrian
Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0,704171068,112,198,406,1,0,105,E,Minor,54,59,83,0,44,20,4,https://open.spotify.com/search/Master%20of%20Puppets%20(Remastered)%20Metallica
BREAK MY SOUL,Beyoncï¿,1,2022,6,21,9724,0,354614964,222,61,259,14,2,115,C#,Minor,70,87,88,4,0,26,8,https://open.spotify.com/search/BREAK%20MY%20SOUL%20Beyoncï¿
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,279717388,37,2,38,2,0,110,C#,Major,91,59,82,8,0,6,8,"https://open.spotify.com/search/ULTRA%20SOLO%20REMIX%20De%20La%20Ghetto,%20Feid,%20Polima%20WestCoast,%20Paloma%20Mami,%20Pailita"
Massive,Drake,1,2022,6,17,5263,0,195628667,66,89,61,0,11,125,E,Minor,51,5,68,12,2,15,6,https://open.spotify.com/search/Massive%20Drake
Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937,45,2,26,0,1,102,C#,Major,73,62,75,0,0,34,8,https://open.spotify.com/search/Betty%20(Get%20Money)%20Yung%20Gravy
Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370,26,18,15,1,4,120,G#,Minor,81,72,65,4,0,14,4,https://open.spotify.com/search/Ojos%20Marrones%20Lasso
POP!,Nayeon,1,2022,6,24,571,0,213505179,19,21,14,0,2,97,D,Major,80,36,86,4,0,3,5,https://open.spotify.com/search/POP!%20Nayeon
Layla,"Schï¿½ï¿½rze, DJ R",2,2022,3,24,832,3,130419412,18,124,24,1,0,140,F,Minor,44,41,92,0,0,44,7,"https://open.spotify.com/search/Layla%20Schï¿½ï¿½rze,%20DJ%20R"
MORE,j-hope,1,2022,7,1,565,0,155795783,6,52,11,0,0,97,D,Major,78,31,72,1,0,11,4,https://open.spotify.com/search/MORE%20j-hope
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987,228,151,"6,720",3,99,125,F#,Major,45,67,90,9,11,10,5,https://open.spotify.com/search/Sweet%20Child%20O'%20Mine%20Guns%20N'%20Roses
Last Last,Burna Boy,1,2022,5,12,4526,12,293466523,156,275,150,3,128,88,D#,Minor,80,55,56,13,0,8,9,https://open.spotify.com/search/Last%20Last%20Burna%20Boy
SNAP,Rosa Linn,1,2022,3,19,1818,0,711366595,3,0,63,0,353,170,,Major,56,52,64,11,0,45,7,https://open.spotify.com/search/SNAP%20Rosa%20Linn
Sticky,Drake,1,2022,6,17,2814,0,191448892,38,105,25,0,2,137,A#,Minor,88,8,49,9,0,9,14,https://open.spotify.com/search/Sticky%20Drake
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,85924992,11,0,2,0,0,157,A,Major,88,52,69,0,0,8,23,"https://open.spotify.com/search/Hot%20Shit%20(feat.%20Ye%20&%20Lil%20Durk)%20Kanye%20West,%20Lil%20Durk,%20Cardi%20B"
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,176103902,28,0,54,0,0,130,F#,Major,95,83,57,54,0,10,25,"https://open.spotify.com/search/Ai%20Preto%20L7nnon,%20DJ%20Biel%20do%20Furduncinho,%20Bianca"
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,945,0,121189256,49,3,57,0,0,90,C#,Major,85,80,83,10,0,8,11,"https://open.spotify.com/search/La%20Loto%20Anitta,%20Tini,%20Becky%20G"
die first,Nessa Barrett,1,2022,6,24,767,0,131746175,25,0,22,0,0,183,G#,Minor,44,44,67,7,0,12,13,https://open.spotify.com/search/die%20first%20Nessa%20Barrett
Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012,129,55,128,0,101,128,C#,Major,58,68,91,2,0,27,11,https://open.spotify.com/search/Afraid%20To%20Feel%20LF%20System
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,685,2,129314708,17,0,24,0,30,130,D#,Minor,71,78,40,46,0,7,45,"https://open.spotify.com/search/Baile%20no%20Morro%20Mc%20Vitin%20Da%20Igrejinha,%20MC%20Tairon,%20DJ%20Win"
cï¿½ï¿½mo dormi,Rels B,1,2022,8,4,1452,35,331511413,16,15,20,0,0,126,C#,Major,63,56,43,24,0,12,23,https://open.spotify.com/search/cï¿½ï¿½mo%20dormi%20Rels%20B
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,0,219196651,53,2,33,0,0,120,,Major,77,94,87,2,0,23,12,"https://open.spotify.com/search/Bad%20Decisions%20(with%20BTS%20&%20Snoop%20Dogg)%20Snoop%20Dogg,%20BTS,%20Benny%20Blanco"
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,170732845,51,1,50,0,0,130,E,Minor,72,18,46,7,0,28,8,"https://open.spotify.com/search/STAYING%20ALIVE%20(feat.%20Drake%20&%20Lil%20Baby)%20Drake,%20DJ%20Khaled,%20Lil%20Baby"
Caile,Luar La L,1,2020,12,18,1494,2,273914335,17,12,15,0,0,122,,Major,70,46,76,30,0,9,45,https://open.spotify.com/search/Caile%20Luar%20La%20L
Si Te La Encuentras Por Ahï¿,Feid,1,2022,8,5,1379,4,179061440,23,10,18,0,0,172,G#,Minor,74,46,58,15,0,13,8,https://open.spotify.com/search/Si%20Te%20La%20Encuentras%20Por%20Ahï¿%20Feid
GIVENCHY,Duki,1,2022,7,20,625,4,185236961,13,18,12,0,0,103,G#,Major,61,38,62,14,0,23,40,https://open.spotify.com/search/GIVENCHY%20Duki
ALIEN SUPERSTAR,Beyoncï¿,1,2022,7,29,2688,0,171788484,39,47,36,0,0,122,A#,Minor,55,46,64,0,0,17,10,https://open.spotify.com/search/ALIEN%20SUPERSTAR%20Beyoncï¿
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,https://open.spotify.com/search/Mary%20On%20A%20Cross%20Ghost
Attention,NewJeans,1,2022,8,1,799,12,264717480,14,141,9,0,1,105,A#,Minor,81,70,65,24,0,8,4,https://open.spotify.com/search/Attention%20NewJeans
THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911,17,10,16,0,4,120,F,Major,90,73,51,39,0,9,6,https://open.spotify.com/search/THE%20SHADE%20Rex%20Orange%20County
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,0,97610446,28,67,195,0,0,145,G,Major,56,43,53,24,0,12,4,"https://open.spotify.com/search/Come%20Back%20Home%20-%20From%20""Purple%20Hearts""%20Sofia%20Carson"
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,287278853,10,43,3,1,0,99,G,Minor,79,64,59,28,0,11,14,"https://open.spotify.com/search/El%20Rescate%20Grupo%20Marca%20Registrada,%20Junior%20H"
Heartless,Kanye West,1,2008,1,1,17504,34,887906111,63,39,"1,315",0,2,88,A#,Minor,79,66,65,5,0,25,14,https://open.spotify.com/search/Heartless%20Kanye%20West
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,0,123473120,54,6,124,1,0,126,A,Major,81,90,73,28,0,29,4,"https://open.spotify.com/search/Stay%20With%20Me%20(with%20Justin%20Timberlake,%20Halsey,%20&%20Pharrell)%20Calvin%20Harris,%20Halsey,%20Pharrell%20Williams,%20Justin%20Timberlake"
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,685,5,295152154,15,79,4,2,0,136,,Major,77,71,75,33,1,13,4,"https://open.spotify.com/search/Siempre%20Pendientes%20Peso%20Pluma,%20Luis%20R%20Conriquez"
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323455692,15,33,6,1,0,113,G#,Major,70,97,59,55,0,27,12,"https://open.spotify.com/search/JGL%20Luis%20R%20Conriquez,%20La%20Adictiva"
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,240918092,81,4,248,1,6,132,B,Major,82,49,88,20,0,21,3,"https://open.spotify.com/search/Don't%20You%20Worry%20David%20Guetta,%20Shakira,%20Black%20Eyed%20Peas"
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,191873381,22,2,65,1,3,135,G#,Major,77,74,74,47,0,34,8,"https://open.spotify.com/search/Pipoco%20Melody,%20Ana%20Castela,%20Dj%20Chris%20No%20Beat"
Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4967,0,284216603,165,10,177,4,73,126,,Major,67,49,77,11,0,19,11,"https://open.spotify.com/search/Hold%20Me%20Closer%20Elton%20John,%20Britney%20Spears"
Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309,93,95,84,9,202,102,C#,Minor,67,72,74,30,0,36,4,https://open.spotify.com/search/Forget%20Me%20Lewis%20Capaldi
After LIKE,IVE,1,2022,8,22,767,12,265548837,20,129,11,0,12,125,,Major,68,80,92,10,0,9,12,https://open.spotify.com/search/After%20LIKE%20IVE
Bound 2,Kanye West,1,2013,1,1,19806,7,703301727,33,11,274,0,0,149,C#,Major,37,28,66,14,0,9,5,https://open.spotify.com/search/Bound%202%20Kanye%20West
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,6,244585109,102,53,113,12,0,137,,Major,74,71,89,24,61,15,5,"https://open.spotify.com/search/B.O.T.A.%20(Baddest%20Of%20Them%20All)%20-%20Edit%20Interplanetary%20Criminal,%20Eliza%20Rose"
Talk that Talk,TWICE,1,2022,8,26,615,0,189476119,14,77,15,1,2,120,D#,Minor,77,78,91,14,0,33,12,https://open.spotify.com/search/Talk%20that%20Talk%20TWICE
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266,49,1,67,11,1,100,C#,Major,90,75,50,11,0,9,26,https://open.spotify.com/search/BILLIE%20EILISH.%20Armani%20White
Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007,20,49,23,2,2,164,G#,Minor,70,58,57,25,0,15,7,https://open.spotify.com/search/Ferxxo%20100%20Feid
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722,117,72,107,1,7,93,A#,Minor,65,79,66,31,0,22,7,https://open.spotify.com/search/KU%20LO%20SA%20-%20A%20COLORS%20SHOW%20Oxlade
Prohibidox,Feid,1,2022,9,13,1473,12,185392587,25,36,25,1,0,180,C#,Minor,65,52,80,5,0,6,25,https://open.spotify.com/search/Prohibidox%20Feid
Static,Steve Lacy,1,2022,7,15,1613,0,202452860,21,15,13,0,0,79,C#,Major,34,22,31,43,63,10,7,https://open.spotify.com/search/Static%20Steve%20Lacy
The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312,124,25,"7,827",1,0,146,F,Major,56,21,44,73,0,11,2,https://open.spotify.com/search/The%20Scientist%20Coldplay
Sparks,Coldplay,1,2000,7,10,10826,4,624101957,24,0,805,0,0,103,C#,Major,37,17,27,75,5,10,3,https://open.spotify.com/search/Sparks%20Coldplay
Talk,YEAT,1,2022,9,2,920,0,148461629,10,1,8,0,0,140,E,Minor,70,26,76,8,0,54,23,https://open.spotify.com/search/Talk%20YEAT
XQ Te Pones Asï¿,"Yandel, Feid",2,2022,9,13,308,0,47093942,6,1,6,0,0,92,A#,Major,81,48,70,13,0,15,7,"https://open.spotify.com/search/XQ%20Te%20Pones%20Asï¿%20Yandel,%20Feid"
Selfish,PnB Rock,1,2016,6,23,2468,0,380319238,15,0,0,0,0,102,C#,Minor,64,4,60,11,0,19,4,https://open.spotify.com/search/Selfish%20PnB%20Rock
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209106362,18,10,13,1,1,118,B,Minor,82,75,85,33,1,11,4,"https://open.spotify.com/search/Sin%20Seï¿½ï%20Ovy%20On%20The%20Drums,%20Quevedo"
Lady Mi Amor,Feid,1,2022,9,13,330,0,53987404,3,0,2,0,0,93,D,Major,78,75,62,6,0,15,6,https://open.spotify.com/search/Lady%20Mi%20Amor%20Feid
Poland,Lil Yachty,1,2022,6,23,1584,0,115331792,38,0,24,0,0,150,F,Minor,70,26,56,14,83,11,5,https://open.spotify.com/search/Poland%20Lil%20Yachty
THE LONELIEST,Mï¿½ï¿½ne,1,2022,10,7,1585,5,225093344,78,65,328,1,198,130,D,Major,52,24,60,0,0,8,3,https://open.spotify.com/search/THE%20LONELIEST%20Mï¿½ï¿½ne
Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,0,84697729,16,0,9,0,0,83,D#,Minor,65,24,53,6,0,51,4,"https://open.spotify.com/search/Bye%20Bye%20Marshmello,%20Juice%20WRLD"
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,836,0,159240673,14,1,13,0,0,102,A,Major,84,43,75,5,0,6,8,"https://open.spotify.com/search/BABY%20OTAKU%20Fran%20C,%20Polima%20WestCoast,%20Nickoog%20Clk,%20Pablito%20Pesadilla"
Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584,14,116,9,0,11,136,E,Minor,73,65,91,4,0,48,18,https://open.spotify.com/search/Nxde%20(G)I-DLE
Miss You,Southstar,1,1982,5,16,2020,0,154356956,77,10,119,0,40,145,A,Major,66,24,58,17,0,19,5,https://open.spotify.com/search/Miss%20You%20Southstar
we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854,31,21,15,0,4,130,G,Major,57,24,37,11,18,16,3,https://open.spotify.com/search/we%20fell%20in%20love%20in%20october%20girl%20in%20red
2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123,41,0,158,2,68,156,G,Major,72,92,77,9,0,8,11,https://open.spotify.com/search/2%20Be%20Loved%20(Am%20I%20Ready)%20Lizzo
Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912,86,14,80,0,37,123,D,Major,57,50,85,5,0,16,4,https://open.spotify.com/search/Celestial%20Ed%20Sheeran
Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288,2,129,13,0,1,132,G,Major,92,53,62,7,0,63,10,https://open.spotify.com/search/Typa%20Girl%20BLACKPINK
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,668,1,140430339,0,0,31,0,,125,D#,Minor,49,13,74,0,0,9,4,"https://open.spotify.com/search/I%20Really%20Want%20to%20Stay%20at%20Your%20House%20Rosa%20Walton,%20Hallie%20Coggins"
California Breeze,Lil Baby,1,2022,10,14,991,0,85559365,36,38,13,0,3,162,F,Minor,74,22,67,0,0,11,46,https://open.spotify.com/search/California%20Breeze%20Lil%20Baby
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",3,2022,9,22,869,7,146223492,14,12,12,2,28,138,A#,Major,80,82,81,14,0,13,36,"https://open.spotify.com/search/Bamba%20(feat.%20Aitch%20&%20BIA)%20Luciano,%20Aitch,%20Bï¿½"
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,648,4,187701588,0,0,30,0,0,161,A#,Minor,59,62,60,12,0,5,44,"https://open.spotify.com/search/Casei%20Com%20a%20Putaria%20MC%20Ryan%20SP,%20Love%20Funk,%20Mc%20Paiva%20ZS"
Major Distribution,"Drake, 21 Savage",2,2022,11,4,1545,0,154863153,22,7,15,0,0,131,G#,Minor,91,23,55,1,0,7,32,"https://open.spotify.com/search/Major%20Distribution%20Drake,%2021%20Savage"
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,1930,0,191333656,24,8,17,0,1,122,E,Minor,75,45,63,6,0,35,12,"https://open.spotify.com/search/Pussy%20&%20Millions%20(feat.%20Travis%20Scott)%20Drake,%20Travis%20Scott,%2021%20Savage"
Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,253650850,12,9,16,0,0,80,E,Minor,80,16,28,17,0,12,39,https://open.spotify.com/search/Vigilante%20Shit%20Taylor%20Swift
Question...?,Taylor Swift,1,2022,10,21,1608,0,223064273,10,3,12,0,0,109,G,Major,75,11,50,20,0,30,17,https://open.spotify.com/search/Question...?%20Taylor%20Swift
On BS,"Drake, 21 Savage",2,2022,11,4,1338,0,170413877,9,20,7,0,0,158,A,Major,84,33,36,2,0,39,59,"https://open.spotify.com/search/On%20BS%20Drake,%2021%20Savage"
Mastermind,Taylor Swift,1,2022,10,21,1936,0,218320587,7,5,13,0,0,126,E,Major,66,12,35,55,0,9,14,https://open.spotify.com/search/Mastermind%20Taylor%20Swift
Circo Loco,"Drake, 21 Savage",2,2022,11,4,1794,0,141720999,26,9,17,0,3,104,C#,Major,73,25,61,1,0,32,7,"https://open.spotify.com/search/Circo%20Loco%20Drake,%2021%20Savage"
Labyrinth,Taylor Swift,1,2022,10,21,1597,0,187339835,6,3,15,0,0,110,,Major,48,15,31,80,22,12,4,https://open.spotify.com/search/Labyrinth%20Taylor%20Swift
Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1652,2,198365537,26,52,10,0,95,130,G,Major,77,20,70,1,0,16,5,"https://open.spotify.com/search/Spin%20Bout%20U%20Drake,%2021%20Savage"
Sweet Nothing,Taylor Swift,1,2022,10,21,1747,0,186104310,9,6,13,0,2,177,,Major,34,39,16,97,0,12,5,https://open.spotify.com/search/Sweet%20Nothing%20Taylor%20Swift
"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,0,177503916,4,5,8,0,0,158,G,Major,48,55,84,43,0,15,12,"https://open.spotify.com/search/Would've,%20Could've,%20Should've%20Taylor%20Swift"
Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,486,0,71095708,8,1,7,0,0,114,D,Minor,62,25,44,51,33,14,3,"https://open.spotify.com/search/Con%20La%20Brisa%20Ludwig%20Goransson,%20Foudeqush"
Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,1007,0,112436403,6,5,3,0,0,144,F,Major,93,62,61,0,0,12,20,"https://open.spotify.com/search/Privileged%20Rappers%20Drake,%2021%20Savage"
The Astronaut,Jin,1,2022,10,28,481,9,203436468,10,100,15,1,27,125,F,Major,54,22,76,0,0,14,3,https://open.spotify.com/search/The%20Astronaut%20Jin
BackOutsideBoyz,Drake,1,2022,11,4,1045,0,93367537,8,5,2,0,0,142,F,Minor,85,40,43,4,0,39,32,https://open.spotify.com/search/BackOutsideBoyz%20Drake
Broke Boys,"Drake, 21 Savage",2,2022,11,4,1060,0,106249219,3,8,5,0,0,120,D,Major,64,11,53,1,0,25,27,"https://open.spotify.com/search/Broke%20Boys%20Drake,%2021%20Savage"
The Great War,Taylor Swift,1,2022,10,21,1274,0,181382590,1,6,11,0,0,96,F,Major,57,55,74,22,0,8,4,https://open.spotify.com/search/The%20Great%20War%20Taylor%20Swift
My Mind & Me,Selena Gomez,1,2022,11,3,953,0,91473363,61,13,37,1,0,144,A,Major,60,24,39,57,0,8,3,https://open.spotify.com/search/My%20Mind%20&%20Me%20Selena%20Gomez
Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,1180,0,121871870,4,0,8,0,0,166,F#,Major,42,7,24,83,1,12,6,https://open.spotify.com/search/Bigger%20Than%20The%20Whole%20Sky%20Taylor%20Swift
A Veces (feat. Feid),"Feid, Paulo Londra",2,2022,11,3,573,0,73513683,2,0,7,0,0,92,C#,Major,80,81,67,4,0,8,6,"https://open.spotify.com/search/A%20Veces%20(feat.%20Feid)%20Feid,%20Paulo%20Londra"
En La De Ella,"Feid, Sech, Jhayco",3,2022,10,20,1320,0,133895612,29,26,17,0,0,97,C#,Major,82,67,77,8,0,12,5,"https://open.spotify.com/search/En%20La%20De%20Ella%20Feid,%20Sech,%20Jhayco"
